x,y,area
128.4905171,35.1678637,982
128.4769731,35.1486414,1970
128.4878083,35.1642229,1088
128.4797619,35.1561572,592
128.4823836,35.1583655,1188
128.4903338,35.1661634,691
128.4789755,35.1545405,1471
128.4755013,35.1517384,929
128.4801256,35.1559604,182
128.4804814,35.1576771,320
128.4790618,35.1575318,446
128.4804546,35.1545645,509
128.4803317,35.1550495,1468
128.4790317,35.1504686,3448
128.4818298,35.1570824,998
128.4800247,35.1546588,1383
128.4790476,35.1508816,846
128.48109,35.1564626,235
128.4808523,35.1476046,674
128.4783408,35.1511639,4615
128.4801749,35.1548379,1388
128.4790947,35.1490117,1243
128.4763942,35.1521655,1880
128.4818166,35.1575889,1921
128.4793676,35.1518009,460
128.4771736,35.1478547,3975
128.4786568,35.1515191,2678
128.4794583,35.1533915,781
128.4820343,35.1567668,245
128.4772069,35.1547442,2489
128.4812496,35.146681,810
128.4797044,35.1556929,945
128.4805525,35.1553222,1260
128.4757978,35.1516702,1458
128.478987,35.1470478,16
128.4815213,35.1573683,1074
128.4808058,35.1551315,1342
128.4812176,35.1582275,1462
128.480081,35.1561639,1342
128.4809537,35.1565593,1068
128.4760727,35.1496353,722
128.4750368,35.1522416,536
128.4811047,35.1473002,483
128.4805881,35.1468097,919
128.4795065,35.1544684,852
128.477092,35.1488813,2089
128.4796798,35.1564316,1098
128.4801942,35.1557057,820
128.4808263,35.1562404,962
128.4764435,35.1485118,191
128.4786317,35.1475905,185
128.480861,35.1477511,555
128.4754102,35.1506958,454
128.4785116,35.1559728,350
128.481446,35.1577304,430
128.4781557,35.1502565,1460
128.4749767,35.1513393,354
128.4775738,35.1490588,383
128.4813728,35.1467995,486
128.4764342,35.148661,566
128.4903853,35.1667923,655
128.4758091,35.1510886,596
128.4752433,35.1508319,767
128.4782274,35.1463023,519
128.4789652,35.1462098,3306
128.4790423,35.1457739,750
128.4787763,35.1456598,2770
128.479392,35.1453364,4502
128.4792871,35.1464935,890
128.4794346,35.1459141,410
128.4758136,35.1510207,76
128.4753474,35.1520216,63
128.4764169,35.1483337,248
128.4786074,35.1460392,777
128.4777393,35.1478346,618
128.4764066,35.1494981,2063
128.4766086,35.1489914,1970
128.4762363,35.1489463,421
128.4770017,35.1496788,1755
128.4773172,35.1494894,1785
128.4774683,35.1539609,1199
128.4770892,35.1545472,1143
128.4790797,35.14680188,552
128.4787313,35.147355,357
128.4801563,35.1504509,1421
128.4751025,35.1519507,387
128.4766613,35.1531263,1039
128.4795739,35.1561026,797
128.4770199,35.1531879,1583
128.4762497,35.1498787,178
128.4828774,35.1589449,1061
128.4866549,35.1635292,893
128.4865126,35.1635973,1121
128.4905613,35.1672251,945
128.489956,35.1659489,1560
128.4905132,35.1675575,757
128.4868169,35.1638157,2030
128.4905323,35.1680272,797
128.4754728,35.1506462,73
128.4898485,35.1671179,440
128.4787104,35.1547961,281
128.4799262,35.15585256,1140
128.4760079,35.1519953,1339
128.4785291,35.155622,1271
128.4825849,35.1576298,1683
128.4815917,35.1567832,2992
128.481449,35.1564648,988
128.4796462,35.1509545,1408
128.4789579,35.1487899,2715
128.4809327,35.1478488,1600
128.4814297,35.1571293,255
128.4906185,35.1669253,760
128.4875196,35.1640987,410
128.4800295,35.1542187,1675
128.4792904,35.1538397,1966
128.479597,35.1546297,954
128.4787742,35.1538792,1341
128.4786078,35.1534675,1069
128.4638129,35.1720447,744
128.4647471,35.1720388,899
128.4636104,35.17184566,739
128.4643365,35.1718508,1160
128.4637773,35.17134828,575
128.4650143,35.1712386,2334
128.4723576,35.1660153,299
128.4692114,35.1674919,1736
128.4655384,35.1727171,2743
128.4676315,35.1670053,224
128.4655213,35.1716799,410
128.4718061,35.165794,2290
128.4718009,35.1662914,843
128.4720895,35.1661251,939
128.4660237,35.1737608,1557
128.4646236,35.1716748,374
128.4692191,35.1659173,661
128.4714823,35.166115,674
128.4648618,35.1718698,747
128.4667385,35.171637,298
128.4730506,35.1597144,1474
128.47316,35.1595243,2077
128.46914,35.1669239,1183
128.4708076,35.1678948,588
128.4640103,35.1731996,721
128.4724445,35.1597104,1435
128.4692361,35.1656155,486
128.4667917,35.1730322,923
128.4689548,35.1706513,2448
128.4644775,35.1720188,856
128.4654919,35.178053,1228
128.4626962,35.1725706,1057
128.4654666,35.1721873,1498
128.4708272,35.1656073,1408
128.470871,35.1683749,1349
128.468677,35.1695832,1157
128.471911,35.1600601,1125
128.4740677,35.1585452,445
128.4658906,35.1728217,1690
128.4680442,35.1671993,864
128.465848,35.1716488,3022
128.4668756,35.1718814,387
128.4684338,35.1682393,1316
128.470282,35.1679064,1547
128.4650692,35.1717532,1593
128.4710101,35.1679136,403
128.4709234,35.16765716,2307
128.46527,35.1718874,645
128.464146,35.171541,53
128.4706016,35.1687898,598
128.4643138,35.1715635,69
128.4681822,35.1713142,2866
128.4723103,35.1604872,1643
128.4640906,35.1733807,1672
128.4675059,35.1715348,800
128.4741675,35.1582962,1667
128.4693575,35.1686806,1345
128.4690904,35.1698878,537
128.468963,35.1695316,63
128.4712496,35.166307,216
128.4735983,35.1597751,400
128.4714095,35.1630788,358
128.4722778,35.1660123,287
128.4691723,35.1699822,443
128.465237,35.1781845,447
128.4744673,35.1643087,674
128.4729252,35.1598854,1494
128.469086,35.1710206,2187
128.469373,35.1658262,460
128.4695056,35.1698421,1213
128.4638024,35.17162956,569
128.4686508,35.1702719,740
128.4679993,35.170796,628
128.4724671,35.1588471,1011
128.4728212,35.1581261,698
128.4721052,35.1593726,269
128.4724959,35.1586213,1011
128.4724553,35.1660191,383
128.4695384,35.1677304,1702
128.4668554,35.1721185,238
128.4644576,35.1768364,800
128.4647842,35.1760299,3361
128.4644733,35.1765104,1716
128.4729039,35.157465,1379
128.4726907,35.157563,1329
128.4723165,35.1592553,2937
128.4729071,35.1578035,1812
128.4725522,35.1605599,545
128.4682682,35.1710082,1504
128.4672088,35.1712218,939
128.4728565,35.1592523,1445
128.4645447,35.178782,1842
128.4649225,35.1783689,2648
128.4738825,35.1578702,2334
128.4734038,35.1581874,1210
128.4738006,35.1583716,1501
128.473163,35.1585131,2536
128.4697062,35.1697949,506
128.4702747,35.167484,2621
128.4677817,35.1710373,1547
128.4641075,35.1724524,1528
128.4629861,35.1726152,1702
128.4688272,35.1709661,727
128.4630625,35.1717534,573
128.4675585,35.171929,1795
128.4669236,35.1717005,645
128.4658758,35.1666091,1756
128.4725686,35.1607054,618
128.4703438,35.1682282,1015
128.4785666,35.1575272,152
128.4724392,35.161433,1091
128.46662,35.1717391,202
128.4666291,35.1712645,3031
128.4667373,35.1719207,288
128.4732686,35.1578399,1385
128.4632531,35.1717988,1160
128.4663115,35.1735106,1080
128.4725712,35.1581716,922
128.4714806,35.1670464,1464
128.467536,35.1671283,1456
128.4734731,35.1600074,567
128.4661327,35.1663536,638
128.4720507,35.1664617,1581
128.4690691,35.1703024,2178
128.4688528,35.1700726,2321
128.4649306,35.1763403,1938
128.470147,35.168803,2572
128.4696998,35.1694932,1286
128.4690206,35.1713439,743
128.4655917,35.17107,2618
128.4640441,35.1717344,2023
128.4693601,35.1676081,610
128.4653186,35.1711967,760
128.470085,35.1652764,1012
128.4691863,35.173897,3277
128.4648141,35.17348338,1451
128.4644875,35.17371418,605
128.4678254,35.167092,638
128.4693911,35.1655077,377
128.4645989,35.1770957,912
128.4692108,35.1689794,737
128.4658781,35.1710356,883
128.470539,35.1651682,3276
128.4689706,35.1704765,1449
128.4670963,35.1718937,863
128.4729651,35.1601045,1355
128.4643808,35.1788354,53
128.4675784,35.1713391,1412
128.4661164,35.1708805,823
128.4682819,35.16702257,1687
128.4717252,35.1634472,2282
128.4700916,35.1681927,668
128.4643418,35.1728394,1392
128.4693767,35.1667909,1176
128.4696144,35.1685368,846
128.4688562,35.1690401,697
128.4652329,35.1711629,615
128.4647858,35.1768102,1484
128.4718994,35.1606323,2452
128.4683829,35.168712,1302
128.4673723,35.1716629,764
128.464849,35.1711516,671
128.4688478,35.1686674,2955
128.4683372,35.1715428,1772
128.4720596,35.1614565,1183
128.4732964,35.158324,1088
128.4692896,35.1682447,2241
128.4735476,35.1284756,444
128.4762907,35.1213693,1073
128.4746943,35.119325,497
128.4783126,35.1151548,659
128.4759387,35.117553,2002
128.4754873,35.11750035,1993
128.4705004,35.116677,1802
128.4699545,35.1168364,1397
128.4734169,35.1257631,85
128.4765886,35.1231557,76
128.4760425,35.1232736,56
128.4767694,35.1156846,3183
128.469872,35.1245517,2014
128.4763795,35.1165944,1293
128.4749986,35.1200552,1963
128.4691634,35.1280823,2015
128.4772086,35.1166148,1935
128.4756669,35.1175843,1968
128.477468,35.1165274,1683
128.4748932,35.1179205,638
128.4742732,35.1209302,1317
128.4723943,35.1194872,1384
128.4775317,35.1168813,316
128.4729643,35.1226396,1919
128.4759546,35.1191756,2026
128.4718094,35.1162301,653
128.4684039,35.1351392,1554
128.4736615,35.12533671,578
128.4759525,35.1213977,1964
128.4762087,35.1175201,1923
128.4724594,35.1198448,645
128.4764495,35.1230337,196
128.4749883,35.1168781,1988
128.4769407,35.1166464,1988
128.476354,35.1183432,1973
128.4745595,35.1193455,1523
128.4739162,35.1284158,1643
128.475359,35.1253075,597
128.4731027,35.1290315,1517
128.4749954,35.1216069,2013
128.4748314,35.1175691,1346
128.4760762,35.1167495,1948
128.4760871,35.1183766,1920
128.472276,35.1203778,2017
128.474319,35.1193718,2067
128.4702383,35.1175249,2653
128.4839976,35.1230628,624
128.483907,35.1228831,401
128.4731619,35.12597727,377
128.4730423,35.1295958,1483
128.4738455,35.1272724,1253
128.4767562,35.123746,1467
128.4761316,35.1213425,645
128.4766685,35.1166795,2003
128.4764416,35.1169493,638
128.4762068,35.1231615,479
128.4736725,35.1283171,638
128.4766745,35.1183053,2020
128.4718747,35.1165876,1359
128.4708966,35.117213,1126
128.470779,35.1166463,1786
128.4734292,35.12556458,403
128.4758172,35.1218322,1183
128.4796356,35.1448214,1005
128.4767808,35.1189756,1492
128.4719157,35.1204208,2071
128.4734581,35.1160755,3212
128.4758705,35.1210467,1167
128.4712527,35.1197718,1806
128.4642367,35.1329185,1076
128.4644349,35.1326933,1082
128.4649017,35.131372,1319
128.4773195,35.1146097,1442
128.4691243,35.1343815,4327
128.4686533,35.1348257,2375
128.4693918,35.1340086,1587
128.4783006,35.1149338,505
128.4734706,35.1291028,3312
128.4736715,35.1286791,1887
128.4776253,35.1158497,1743
128.4729793,35.1278281,1476
128.4733003,35.1280436,1238
128.4733754,35.127744,1445
128.4740679,35.1264231,2518
128.4740904,35.1259921,1512
128.4743968,35.1262404,1124
128.4741248,35.1269609,1783
128.4748369,35.126551,1951
128.4752528,35.1263166,1359
128.4755862,35.1259007,2664
128.4755749,35.12383737,1316
128.4751381,35.1239734,1273
128.4755169,35.12380918,602
128.4765856,35.1202435,1511
128.4756689,35.1247634,1871
128.4754515,35.1245442,1389
128.4758345,35.124404,1045
128.4702552,35.1168417,1038
128.468906,35.1279998,2059
128.4763236,35.1232575,840
128.4763538,35.1237979,3762
128.4758627,35.1239047,3954
128.4754925,35.1225761,1279
128.4765307,35.1207429,3200
128.4756093,35.122156,1015
128.4759188,35.1207198,1055
128.4760706,35.1204559,1749
128.4835073,35.1235399,2086
128.4836055,35.1231407,2261
128.4797298,35.145138,754
128.4858462,35.1376767,2143
128.476945,35.1151381,329
128.4706114,35.1171708,722
128.4717411,35.1173803,2641
128.4733032,35.12561784,609
128.4647091,35.131957,931
128.4755394,35.122009,499
128.4767597,35.1199399,1296
128.4755633,35.1236299,674
128.4736907,35.1265988,2734
128.4772674,35.1154174,2086
128.4734446,35.1225807,1168
128.4742762,35.1159719,3292
128.4745893,35.1161864,1865
128.4786468,35.1148662,1197
128.4775219,35.115281,1523
128.4775914,35.1172529,1565
128.473279,35.1228737,512
128.4770471,35.1157079,2810
128.4780679,35.1153099,2065
128.4773722,35.1159894,1145
128.4471019,35.1242906,1824
128.4549018,35.1191455,1161
128.453468,35.1210151,921
128.4524007,35.1193498,972
128.4478439,35.125461,3581
128.448961,35.1225924,3044
128.4498109,35.1231152,1954
128.451266,35.1213263,2217
128.4385105,35.1268474,1208
128.45422,35.1194951,3000
128.4507509,35.1219712,2534
128.4504286,35.1221644,3216
128.4501558,35.1249499,1543
128.451093,35.1218209,825
128.4503904,35.1253046,2461
128.4553078,35.119578,1291
128.449915,35.1211965,2536
128.4499554,35.1228861,2441
128.4522299,35.1207747,1002
128.4488496,35.1228469,3044
128.4496301,35.1261554,2003
128.454365,35.1185681,2916
128.4492258,35.1254328,455
128.4539118,35.1209021,2451
128.4553999,35.1196717,1362
128.4485584,35.1235108,710
128.4383396,35.1268129,1201
128.4536247,35.1209582,1255
128.4509951,35.1213626,1208
128.4500849,35.124852,1005
128.4504363,35.1215663,980
128.4501255,35.1226185,2114
128.4531219,35.1211468,2981
128.4503015,35.1251632,1084
128.4549412,35.1202378,3057
128.4758225,35.148956,264
128.4551748,35.12011168,2113
128.4558111,35.1204065,1212
128.4481266,35.1224249,1026
128.4522278,35.1195983,2634
128.4375698,35.126287,1157
128.4496302,35.1233681,1795
128.4541382,35.12082706,2973
128.4547079,35.1189444,1456
128.4493705,35.1257843,2490
128.4523214,35.1194059,1194
128.4388313,35.1269558,1196
128.4479505,35.1252144,3651
128.4546625,35.1204194,3402
128.4392798,35.1271909,825
128.4503743,35.1207944,2575
128.4558168,35.1200855,1959
128.4548115,35.1190487,1500
128.4464642,35.1246589,1555
128.4545203,35.1187415,1747
128.4532634,35.1201146,1189
128.4501993,35.1209181,981
128.446993,35.1244015,807
128.4524014,35.1206607,3000
128.452483,35.1192924,1264
128.4502985,35.1223547,1728
128.4761717,35.1485752,572
128.4514336,35.1212933,509
128.449469,35.1259273,1142
128.4504093,35.1258614,1449
128.4462546,35.1247588,1985
128.4513267,35.1225853,952
128.4504336,35.1255419,2043
128.4462749,35.1262078,328
128.4525263,35.1213783,1383
128.4502299,35.1250673,1408
128.446249,35.1260108,1285
128.4469454,35.1251787,1229
128.4519489,35.1198692,854
128.43821,35.12674,1322
128.4481448,35.1243589,2015
128.4526624,35.1191796,3418
128.4462958,35.1258584,1309
128.4508205,35.1214027,592
128.452024,35.1211417,2081
128.4466692,35.1254758,1833
128.4518326,35.1200564,1840
128.4492082,35.125339,1103
128.4479747,35.1246497,1618
128.4530821,35.1189087,804
128.4485442,35.1261614,1918
128.4517296,35.1236016,1352
128.4476493,35.1256959,3226
128.4494842,35.1235532,956
128.4473837,35.1239791,3111
128.4474589,35.1259301,2834
128.4515438,35.1211431,3067
128.449087,35.1252639,433
128.4550021,35.1192522,1804
128.4386711,35.1268914,926
128.4499848,35.1247165,2525
128.4532114,35.1188242,2652
128.4500472,35.12274,559
128.447295,35.1262109,2611
128.4511673,35.12020265,1544
128.4520477,35.1197547,1473
128.453761,35.1179479,2481
128.449718,35.1213929,1478
128.4455381,35.125089,969
128.4495651,35.1214524,1077
128.4464526,35.1257034,2715
128.4521271,35.1208726,1761
128.4456749,35.1250151,1973
128.4485049,35.1236377,2325
128.4558473,35.1185706,1693
128.4556626,35.1183963,2600
128.4459221,35.1249145,3014
128.4553198,35.1208357,1856
128.4551638,35.1194241,2947
128.4531291,35.1201943,1800
128.4492446,35.125585,2451
128.4423782,35.1244975,1924
128.4502171,35.1224739,1200
128.4559455,35.118679,1219
128.4590242,35.1172154,1700
128.4575832,35.1172804,1289
128.4617105,35.1142911,1945
128.458244,35.1163976,2709
128.4614572,35.1160654,513
128.4579004,35.1160162,1815
128.462424,35.1161489,1977
128.4601267,35.1168227,1223
128.4666006,35.1194357,281
128.4643417,35.1146138,2121
128.4571081,35.1167803,2629
128.4588763,35.1170589,2704
128.4584085,35.1165526,1221
128.4668418,35.1199317,2079
128.4682568,35.1172191,229
128.4578905,35.1175955,1646
128.4562999,35.1154436,274
128.4579694,35.114667,1174
128.4661445,35.1196132,661
128.4666414,35.1197682,711
128.4589806,35.1156765,1508
128.4660475,35.1200563,2437
128.4562028,35.1173851,747
128.4562641,35.1174316,752
128.4605611,35.117237,2062
128.4612978,35.1149637,2394
128.4611225,35.1147651,3000
128.4689521,35.1180563,1914
128.4670709,35.1197502,1045
128.4642303,35.1144923,1281
128.4577995,35.1159087,1123
128.4623179,35.1138601,1551
128.4673839,35.1197536,1577
128.463366,35.1152134,2717
128.4558959,35.1159553,920
128.4579834,35.117707,1346
128.4546719,35.1173465,2157
128.459258,35.1159392,1923
128.4664783,35.1200125,1388
128.4619725,35.1156393,1344
128.4674246,35.1193918,1250
128.4571099,35.1181728,2340
128.4577177,35.1174232,2696
128.4602315,35.1169292,1718
128.4568138,35.1180203,2996
128.4576507,35.1145965,2200
128.4561469,35.1173148,1106
128.4629922,35.1148329,1577
128.4608348,35.1144469,2137
128.4671299,35.1187029,1617
128.459541,35.1162222,2148
128.4595248,35.1176889,3525
128.4600305,35.1167191,1627
128.4603702,35.1170918,2594
128.4630424,35.1133903,1687
128.4666971,35.1188956,3207
128.4685958,35.1179576,645
128.4631841,35.1149585,2734
128.4552746,35.1179826,3000
128.4585096,35.11666,1726
128.4584316,35.1180192,2759
128.4607362,35.1143407,722
128.4554209,35.1181401,1407
128.456946,35.1166135,2093
128.4556223,35.1167627,2344
128.4624612,35.1140593,2566
128.4560201,35.1171789,2673
128.4576657,35.1144386,567
128.4568355,35.1155077,2137
128.4624364,35.1245445,1762
128.4686435,35.1174907,2271
128.4672966,35.1177898,1180
128.4663079,35.120048,1593
128.4597625,35.1164534,2691
128.4674541,35.1189499,2955
128.468101,35.1186963,1550
128.4576894,35.110755,2403
128.464107,35.1143723,2233
128.4573285,35.1107825,1114
128.4696837,35.1180101,3415
128.4621749,35.1136526,2255
128.4560945,35.1158576,1634
128.4670799,35.1181897,2231
128.4677972,35.1188081,1498
128.4684306,35.1184957,2357
128.4674154,35.1183043,1220
128.468099,35.1178942,681
128.4568855,35.1161912,2067
128.4571739,35.1148456,1385
128.4596439,35.1163273,853
128.4581344,35.1178584,3000
128.469248,35.1175815,2775
128.4564997,35.1165088,1471
128.4677554,35.119278,876
128.4677967,35.1185209,1550
128.4666578,35.1170197,612
128.4645213,35.1147298,1919
128.4591185,35.1157994,1845
128.4558147,35.1169672,3329
128.466871,35.1186538,1617
128.4555225,35.1182461,1602
128.4682015,35.1192253,555
128.4628222,35.1132898,1442
128.4663478,35.1191644,2595
128.4676149,35.1180176,1809
128.4629164,35.1147109,1708
128.4628476,35.1240546,1302
128.4586732,35.1168285,2925
128.457756,35.1140559,281
128.4599275,35.1166141,1327
128.4609687,35.1145873,1691
128.4574967,35.1171903,1246
128.4548948,35.1175696,2461
128.4684626,35.1178231,1064
128.4691827,35.1178179,1058
128.4568464,35.1165065,897
128.4628444,35.1243067,1299
128.4588671,35.1155778,1115
128.4573213,35.1170059,2989
128.4574394,35.1171289,439
128.4780259,35.1094227,1068
128.4786549,35.1097204,93
128.4758442,35.1065208,797
128.4805106,35.1086586,2086
128.4823967,35.1080166,1904
128.479828,35.1039212,332
128.4794718,35.1038363,199
128.4794044,35.1041333,1104
128.4796065,35.1040783,166
128.4803082,35.1066497,1269
128.481346,35.1079372,1921
128.4749711,35.11302097,113
128.4798533,35.1042553,332
128.4802273,35.1070349,1025
128.4798774,35.1041553,332
128.4798187,35.1037919,432
128.481234,35.1065623,2179
128.4808649,35.1069248,1610
128.4803316,35.1078403,1944
128.4820833,35.1077954,1960
128.4762502,35.1066034,1048
128.4789481,35.1091597,813
128.4829007,35.107069,1785
128.4772113,35.111051,1322
128.4835202,35.1075182,1769
128.4830004,35.1065066,2066
128.4819783,35.1064174,1838
128.4836349,35.1069656,1884
128.4830957,35.1078869,1878
128.4788241,35.1092587,1170
